id,version,ticker,city,market_type,side,suggested_price,confidence,edge_pct,estimated_temp,forecast_temp,market_yes_price,settled,actual_temp,pnl_cents,created_at
238,v1,KXHIGHPHIL-26FEB19-B47.5,PHI,high,no,82,0.55,55.55555555555556,44.0,44.0,18,1,,18,2026-02-19 11:15:40
239,v1,KXLOWTMIA-26FEB19-B63.5,MIA,low,no,20,0.6,80.0,71.0,71.0,80,1,,-20,2026-02-19 11:15:40
240,v1,KXHIGHPHIL-26FEB19-T48,PHI,high,no,90,0.55,40.0,44.0,44.0,10,1,,10,2026-02-19 11:15:40
241,v1,KXHIGHTATL-26FEB19-B79.5,ATL,high,no,85,0.5,26.666666666666668,76.0,76.0,15,1,,-85,2026-02-19 11:15:40
242,v2,KXLOWTMIA-26FEB19-B63.5,MIA,low,no,59,0.65,97.5609756097561,71.0,71.0,41,1,,-59,2026-02-19 12:15:30
243,v2,KXHIGHPHIL-26FEB19-B47.5,PHI,high,no,86,0.5,21.428571428571427,44.0,44.0,14,1,,14,2026-02-19 12:15:30
244,v2,KXHIGHTATL-26FEB19-B79.5,ATL,high,no,86,0.5,21.428571428571427,76.0,76.0,14,1,,-86,2026-02-19 12:15:30
245,v1,KXLOWTMIA-26FEB19-B63.5,MIA,low,no,59,0.6,90.2439024390244,71.0,71.0,41,1,,-59,2026-02-19 12:15:30
246,v1,KXLOWTMIA-26FEB19-B65.5,MIA,low,no,47,0.6,75.47169811320755,71.0,71.0,53,1,,53,2026-02-19 12:15:30
247,v1,KXHIGHPHIL-26FEB19-B47.5,PHI,high,no,86,0.5,21.428571428571427,44.0,44.0,14,1,,14,2026-02-19 12:15:30
248,v1,KXHIGHTATL-26FEB19-B79.5,ATL,high,no,86,0.5,21.428571428571427,76.0,76.0,14,1,,-86,2026-02-19 12:15:30
249,v2,KXHIGHTATL-26FEB19-B79.5,ATL,high,no,81,0.5,42.10526315789473,76.0,76.0,19,1,,-81,2026-02-19 13:15:33
250,v1,KXLOWTMIA-26FEB19-B65.5,MIA,low,no,7,0.6,86.02150537634408,71.0,71.0,93,1,,93,2026-02-19 13:15:33
251,v1,KXHIGHTATL-26FEB19-B79.5,ATL,high,no,81,0.5,42.10526315789473,76.0,76.0,19,1,,-81,2026-02-19 13:15:33
252,v2,KXLOWTMIA-26FEB19-B63.5,MIA,low,no,89,0.6,45.45454545454545,71.0,71.0,11,1,,-89,2026-02-19 14:15:34
253,v2,KXLOWTMIA-26FEB19-B65.5,MIA,low,no,11,0.6,82.02247191011236,71.0,71.0,89,1,,89,2026-02-19 14:15:34
254,v2,KXHIGHTATL-26FEB19-B79.5,ATL,high,no,84,0.5,31.25,76.0,76.0,16,1,,-84,2026-02-19 14:15:34
255,v1,KXLOWTMIA-26FEB19-B63.5,MIA,low,no,89,0.5,90.9090909090909,71.0,71.0,11,1,,-89,2026-02-19 14:15:34
256,v1,KXLOWTMIA-26FEB19-B65.5,MIA,low,no,11,0.5,93.25842696629213,71.0,71.0,89,1,,89,2026-02-19 14:15:34
257,v1,KXHIGHTATL-26FEB19-B79.5,ATL,high,no,84,0.5,31.25,76.0,76.0,16,1,,-84,2026-02-19 14:15:34
258,v2,KXLOWTNYC-26FEB20-B32.5,NYC,low,no,89,0.4,63.63636363636363,39.0,39.0,11,0,,0,2026-02-19 15:15:29
259,v2,KXLOWTMIA-26FEB19-B65.5,MIA,low,no,6,0.5,93.61702127659575,71.0,71.0,94,1,,94,2026-02-19 15:15:29
260,v2,KXHIGHPHIL-26FEB20-B50.5,PHI,high,no,82,0.4,38.88888888888889,47.0,47.0,18,0,,0,2026-02-19 15:15:29
261,v2,KXLOWTNYC-26FEB20-B32.5,NYC,low,no,87,0.4,69.23076923076923,39.0,39.0,13,0,,0,2026-02-19 16:16:00
262,v2,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,81,0.4,63.1578947368421,70.0,70.0,19,0,,0,2026-02-19 16:16:00
263,v2,KXLOWTMIA-26FEB19-B65.5,MIA,low,no,3,0.5,93.81443298969072,71.0,71.0,97,1,,97,2026-02-19 16:16:00
264,v2,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,84,0.4,31.25,39.0,39.0,16,0,,0,2026-02-19 16:16:00
265,v2,KXHIGHNY-26FEB20-T39,NYC,high,no,87,0.4,30.76923076923077,42.0,42.0,13,0,,0,2026-02-19 16:16:00
266,v2,KXHIGHPHIL-26FEB20-B50.5,PHI,high,no,90,0.4,30.0,47.0,47.0,10,0,,0,2026-02-19 16:16:00
267,v2,KXLOWTMIA-26FEB20-B66.5,MIA,low,no,67,0.4,51.515151515151516,70.0,70.0,33,0,,0,2026-02-19 16:16:00
268,v1,KXLOWTMIA-26FEB19-B65.5,MIA,low,no,3,0.5,93.81443298969072,71.0,71.0,97,1,,97,2026-02-19 16:16:00
269,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,81,0.4,42.10526315789473,70.0,70.0,19,0,,0,2026-02-19 16:16:00
270,v1,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,82,0.4,50.0,75.0,75.0,18,0,,0,2026-02-19 16:16:00
271,v1,KXHIGHPHIL-26FEB20-B50.5,PHI,high,no,90,0.4,40.0,47.0,47.0,10,0,,0,2026-02-19 16:16:00
272,v1,KXHIGHTDC-26FEB20-T54,DC,high,no,28,0.4,76.38888888888889,56.0,56.0,72,0,,0,2026-02-19 16:16:00
273,v2,KXLOWTNYC-26FEB20-B32.5,NYC,low,no,85,0.4,73.33333333333333,39.0,39.0,15,0,,0,2026-02-19 17:15:40
274,v2,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,81,0.4,63.1578947368421,70.0,70.0,19,0,,0,2026-02-19 17:15:40
275,v2,KXLOWTMIA-26FEB19-B65.5,MIA,low,no,2,0.6,97.95918367346938,71.0,71.0,98,1,,98,2026-02-19 17:15:40
276,v2,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,78,0.4,50.0,39.0,39.0,22,0,,0,2026-02-19 17:15:40
277,v2,KXHIGHMIA-26FEB20-T85,MIA,high,no,90,0.4,50.0,79.0,79.0,10,0,,0,2026-02-19 17:15:40
278,v2,KXHIGHNY-26FEB20-T39,NYC,high,no,85,0.4,40.0,42.0,42.0,15,0,,0,2026-02-19 17:15:40
279,v2,KXLOWTMIA-26FEB20-B66.5,MIA,low,no,67,0.4,51.515151515151516,70.0,70.0,33,0,,0,2026-02-19 17:15:40
280,v1,KXLOWTMIA-26FEB19-B65.5,MIA,low,no,2,0.6,97.95918367346938,71.0,71.0,98,1,,98,2026-02-19 17:15:40
281,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,81,0.4,52.63157894736842,70.0,70.0,19,0,,0,2026-02-19 17:15:40
282,v1,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,79,0.4,57.14285714285714,75.0,75.0,21,0,,0,2026-02-19 17:15:40
283,v1,KXHIGHTDC-26FEB20-T54,DC,high,no,45,0.4,69.0909090909091,56.0,56.0,55,0,,0,2026-02-19 17:15:40
284,v2,KXLOWTNYC-26FEB20-B32.5,NYC,low,no,86,0.4,71.42857142857143,39.0,39.0,14,0,,0,2026-02-19 18:15:34
285,v2,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,80,0.4,65.0,70.0,70.0,20,0,,0,2026-02-19 18:15:34
286,v2,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,75,0.4,56.00000000000001,39.0,39.0,25,0,,0,2026-02-19 18:15:34
287,v2,KXHIGHMIA-26FEB20-T85,MIA,high,no,90,0.4,50.0,79.0,79.0,10,0,,0,2026-02-19 18:15:34
288,v2,KXLOWTMIA-26FEB19-B65.5,MIA,low,no,2,0.5,93.87755102040816,71.0,71.0,98,1,,98,2026-02-19 18:15:34
289,v2,KXHIGHNY-26FEB20-T39,NYC,high,no,87,0.4,30.76923076923077,42.0,42.0,13,0,,0,2026-02-19 18:15:34
290,v2,KXHIGHTDC-26FEB20-T54,DC,high,no,33,0.4,86.56716417910447,57.0,57.0,67,0,,0,2026-02-19 18:15:34
291,v2,KXLOWTMIA-26FEB20-B66.5,MIA,low,no,67,0.4,51.515151515151516,70.0,70.0,33,0,,0,2026-02-19 18:15:34
292,v1,KXLOWTMIA-26FEB19-B65.5,MIA,low,no,2,0.5,93.87755102040816,71.0,71.0,98,1,,98,2026-02-19 18:15:34
293,v1,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,79,0.4,57.14285714285714,75.0,75.0,21,0,,0,2026-02-19 18:15:34
294,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,80,0.4,40.0,70.0,70.0,20,0,,0,2026-02-19 18:15:34
295,v1,KXHIGHTDC-26FEB20-T54,DC,high,no,33,0.4,80.59701492537313,57.0,57.0,67,0,,0,2026-02-19 18:15:34
296,v1,KXLOWTNYC-26FEB20-B32.5,NYC,low,no,86,0.4,21.428571428571427,39.0,39.0,14,0,,0,2026-02-19 18:15:34
297,v2,KXHIGHNY-26FEB20-T39,NYC,high,no,86,0.4,92.85714285714286,42.0,42.0,14,0,,0,2026-02-19 19:15:37
298,v2,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,83,0.4,94.11764705882352,74.0,74.0,17,0,,0,2026-02-19 19:15:37
299,v2,KXHIGHTBOS-26FEB19-B36.5,BOS,high,no,35,0.8500000000000001,98.46153846153847,38.0,38.0,65,1,,-35,2026-02-19 19:15:37
300,v2,KXLOWTNYC-26FEB19-B34.5,NYC,low,no,87,0.6,38.46153846153847,38.0,38.0,13,1,,13,2026-02-19 19:15:37
301,v2,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,85,0.4,53.333333333333336,70.0,70.0,15,0,,0,2026-02-19 19:15:37
302,v2,KXLOWTMIA-26FEB19-B65.5,MIA,low,no,6,0.5,88.29787234042553,70.0,70.0,94,1,,94,2026-02-19 19:15:37
303,v2,KXHIGHTDC-26FEB20-T54,DC,high,no,37,0.4,98.4126984126984,57.0,57.0,63,0,,0,2026-02-19 19:15:37
304,v2,KXLOWTNYC-26FEB20-B32.5,NYC,low,no,85,0.4,26.666666666666668,37.0,37.0,15,0,,0,2026-02-19 19:15:37
305,v2,KXLOWTPHIL-26FEB20-T40,PHI,low,no,63,0.4,72.97297297297297,36.0,36.0,37,0,,0,2026-02-19 19:15:37
306,v2,KXLOWTMIA-26FEB20-B66.5,MIA,low,no,66,0.4,52.94117647058824,70.0,70.0,34,0,,0,2026-02-19 19:15:37
307,v1,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,83,0.4,58.82352941176471,74.0,74.0,17,0,,0,2026-02-19 19:15:37
308,v1,KXLOWTMIA-26FEB19-B65.5,MIA,low,no,6,0.5,88.29787234042553,70.0,70.0,94,1,,94,2026-02-19 19:15:37
309,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,85,0.4,33.33333333333333,70.0,70.0,15,0,,0,2026-02-19 19:15:37
310,v1,KXHIGHTDC-26FEB20-T54,DC,high,no,37,0.4,79.36507936507937,57.0,57.0,63,0,,0,2026-02-19 19:15:37
311,v1,KXLOWTPHIL-26FEB20-T40,PHI,low,no,63,0.4,64.86486486486487,36.0,36.0,37,0,,0,2026-02-19 19:15:37
312,v2,KXHIGHNY-26FEB20-T39,NYC,high,no,86,0.4,92.85714285714286,42.0,42.0,14,0,,0,2026-02-19 20:15:38
313,v2,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,82,0.4,94.44444444444444,74.0,74.0,18,0,,0,2026-02-19 20:15:38
314,v2,KXHIGHTBOS-26FEB19-B36.5,BOS,high,no,11,0.8500000000000001,98.87640449438202,38.0,38.0,89,1,,-11,2026-02-19 20:15:38
315,v2,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,85,0.4,53.333333333333336,70.0,70.0,15,0,,0,2026-02-19 20:15:38
316,v2,KXLOWTPHIL-26FEB20-B39.5,PHI,low,no,77,0.4,52.17391304347826,36.0,36.0,23,0,,0,2026-02-19 20:15:38
317,v2,KXHIGHTDC-26FEB20-T54,DC,high,no,33,0.4,98.50746268656717,57.0,57.0,67,0,,0,2026-02-19 20:15:38
318,v2,KXLOWTNYC-26FEB20-B32.5,NYC,low,no,85,0.4,26.666666666666668,37.0,37.0,15,0,,0,2026-02-19 20:15:38
319,v2,KXLOWTPHIL-26FEB20-T40,PHI,low,no,63,0.4,72.97297297297297,36.0,36.0,37,0,,0,2026-02-19 20:15:38
320,v2,KXLOWTMIA-26FEB20-B66.5,MIA,low,no,66,0.4,52.94117647058824,70.0,70.0,34,0,,0,2026-02-19 20:15:38
321,v1,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,82,0.4,66.66666666666666,74.0,74.0,18,0,,0,2026-02-19 20:15:38
322,v1,KXLOWTMIA-26FEB19-B63.5,MIA,low,no,49,0.6,84.31372549019608,70.0,70.0,51,1,,-49,2026-02-19 20:15:38
323,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,85,0.4,20.0,70.0,70.0,15,0,,0,2026-02-19 20:15:38
324,v1,KXLOWTPHIL-26FEB20-T40,PHI,low,no,63,0.4,64.86486486486487,36.0,36.0,37,0,,0,2026-02-19 20:15:38
325,v2,KXHIGHNY-26FEB20-T39,NYC,high,no,89,0.4,90.9090909090909,42.0,42.0,11,0,,0,2026-02-19 21:15:46
326,v2,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,82,0.4,94.44444444444444,74.0,74.0,18,0,,0,2026-02-19 21:15:46
327,v2,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,85,0.4,53.333333333333336,70.0,70.0,15,0,,0,2026-02-19 21:15:46
328,v2,KXLOWTMIA-26FEB19-B63.5,MIA,low,no,31,0.5,95.65217391304348,70.0,70.0,69,1,,-31,2026-02-19 21:15:46
329,v2,KXLOWTPHIL-26FEB20-B39.5,PHI,low,no,76,0.4,54.166666666666664,36.0,36.0,24,0,,0,2026-02-19 21:15:46
330,v2,KXHIGHTDC-26FEB20-T54,DC,high,no,35,0.4,98.46153846153847,57.0,57.0,65,0,,0,2026-02-19 21:15:46
331,v2,KXLOWTNYC-26FEB20-B32.5,NYC,low,no,85,0.4,26.666666666666668,37.0,37.0,15,0,,0,2026-02-19 21:15:46
332,v2,KXLOWTPHIL-26FEB20-T40,PHI,low,no,63,0.4,72.97297297297297,36.0,36.0,37,0,,0,2026-02-19 21:15:46
333,v2,KXLOWTMIA-26FEB20-B66.5,MIA,low,no,66,0.4,52.94117647058824,70.0,70.0,34,0,,0,2026-02-19 21:15:46
334,v1,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,82,0.4,66.66666666666666,74.0,74.0,18,0,,0,2026-02-19 21:15:46
335,v1,KXLOWTMIA-26FEB19-B63.5,MIA,low,no,31,0.5,95.65217391304348,70.0,70.0,69,1,,-31,2026-02-19 21:15:46
336,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,85,0.4,26.666666666666668,70.0,70.0,15,0,,0,2026-02-19 21:15:46
337,v1,KXLOWTPHIL-26FEB20-T40,PHI,low,no,63,0.4,70.27027027027027,36.0,36.0,37,0,,0,2026-02-19 21:15:46
338,v2,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,82,0.4,94.44444444444444,74.0,74.0,18,0,,0,2026-02-19 22:15:38
339,v2,KXHIGHTDC-26FEB20-B60.5,DC,high,no,90,0.4,90.0,57.0,57.0,10,0,,0,2026-02-19 22:15:38
340,v2,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,85,0.4,53.333333333333336,70.0,70.0,15,0,,0,2026-02-19 22:15:38
341,v2,KXLOWTMIA-26FEB19-B63.5,MIA,low,no,18,0.5,96.34146341463415,70.0,70.0,82,1,,-18,2026-02-19 22:15:38
342,v2,KXLOWTNYC-26FEB20-B32.5,NYC,low,no,84,0.4,31.25,37.0,37.0,16,0,,0,2026-02-19 22:15:38
343,v2,KXHIGHTDC-26FEB20-T54,DC,high,no,55,0.4,97.77777777777777,57.0,57.0,45,0,,0,2026-02-19 22:15:38
344,v2,KXLOWTPHIL-26FEB20-T40,PHI,low,no,63,0.4,72.97297297297297,36.0,36.0,37,0,,0,2026-02-19 22:15:38
345,v2,KXLOWTMIA-26FEB20-B66.5,MIA,low,no,65,0.4,54.285714285714285,70.0,70.0,35,0,,0,2026-02-19 22:15:38
346,v2,KXLOWTPHIL-26FEB20-B39.5,PHI,low,no,73,0.4,59.25925925925925,36.0,36.0,27,0,,0,2026-02-19 22:15:38
347,v1,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,82,0.4,66.66666666666666,74.0,74.0,18,0,,0,2026-02-19 22:15:38
348,v1,KXLOWTMIA-26FEB19-B63.5,MIA,low,no,18,0.5,96.34146341463415,70.0,70.0,82,1,,-18,2026-02-19 22:15:38
349,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,85,0.4,26.666666666666668,70.0,70.0,15,0,,0,2026-02-19 22:15:38
350,v1,KXLOWTPHIL-26FEB20-T40,PHI,low,no,63,0.4,64.86486486486487,36.0,36.0,37,0,,0,2026-02-19 22:15:38
351,v2,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,85,0.4,53.333333333333336,70.0,70.0,15,0,,0,2026-02-19 23:15:35
352,v2,KXLOWTMIA-26FEB19-B63.5,MIA,low,no,7,0.5,96.7741935483871,70.0,70.0,93,1,,-7,2026-02-19 23:15:35
353,v2,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,81,0.4,42.10526315789473,74.0,74.0,19,0,,0,2026-02-19 23:15:35
354,v2,KXLOWTPHIL-26FEB20-T40,PHI,low,no,63,0.4,72.97297297297297,36.0,36.0,37,0,,0,2026-02-19 23:15:35
355,v2,KXLOWTMIA-26FEB20-B66.5,MIA,low,no,65,0.4,54.285714285714285,70.0,70.0,35,0,,0,2026-02-19 23:15:35
356,v2,KXHIGHTDC-26FEB20-T54,DC,high,no,55,0.4,62.22222222222222,57.0,57.0,45,0,,0,2026-02-19 23:15:35
357,v2,KXLOWTPHIL-26FEB20-B39.5,PHI,low,no,73,0.4,59.25925925925925,36.0,36.0,27,0,,0,2026-02-19 23:15:35
358,v2,KXHIGHTDC-26FEB20-B60.5,DC,high,no,87,0.4,15.384615384615385,57.0,57.0,13,0,,0,2026-02-19 23:15:35
359,v1,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,81,0.4,68.42105263157895,74.0,74.0,19,0,,0,2026-02-19 23:15:35
360,v1,KXLOWTMIA-26FEB19-B63.5,MIA,low,no,7,0.5,96.7741935483871,70.0,70.0,93,1,,-7,2026-02-19 23:15:35
361,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,85,0.4,33.33333333333333,70.0,70.0,15,0,,0,2026-02-19 23:15:35
362,v1,KXLOWTPHIL-26FEB20-T40,PHI,low,no,63,0.4,62.16216216216216,36.0,36.0,37,0,,0,2026-02-19 23:15:35
363,v1,KXHIGHTDC-26FEB20-B60.5,DC,high,no,87,0.4,23.076923076923077,57.0,57.0,13,0,,0,2026-02-19 23:15:35
364,v1,KXHIGHTDC-26FEB20-T61,DC,high,no,89,0.4,18.181818181818183,57.0,57.0,11,0,,0,2026-02-19 23:15:35
365,v2,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,85,0.4,53.333333333333336,70.0,70.0,15,0,,0,2026-02-19 23:47:03
366,v2,KXHIGHTDC-26FEB19-T49,DC,high,no,3,0.65,98.96907216494846,57.0,57.0,97,1,,-3,2026-02-19 23:47:03
367,v2,KXLOWTMIA-26FEB19-B63.5,MIA,low,no,7,0.5,96.7741935483871,70.0,70.0,93,1,,-7,2026-02-19 23:47:03
368,v2,KXLOWTPHIL-26FEB20-B39.5,PHI,low,no,77,0.4,52.17391304347826,36.0,36.0,23,0,,0,2026-02-19 23:47:03
369,v2,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,81,0.4,42.10526315789473,74.0,74.0,19,0,,0,2026-02-19 23:47:03
370,v2,KXLOWTMIA-26FEB20-B66.5,MIA,low,no,63,0.4,56.75675675675676,70.0,70.0,37,0,,0,2026-02-19 23:47:03
371,v2,KXLOWTPHIL-26FEB20-T40,PHI,low,no,64,0.4,72.22222222222221,36.0,36.0,36,0,,0,2026-02-19 23:47:03
372,v2,KXHIGHTDC-26FEB20-T54,DC,high,no,46,0.4,68.51851851851852,57.0,57.0,54,0,,0,2026-02-19 23:47:03
373,v1,KXHIGHTDC-26FEB19-T49,DC,high,no,3,0.5,98.96907216494846,57.0,57.0,97,1,,-3,2026-02-19 23:47:03
374,v1,KXLOWTMIA-26FEB19-B63.5,MIA,low,no,7,0.35,96.7741935483871,70.0,70.0,93,1,,-7,2026-02-19 23:47:03
375,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,85,0.4,33.33333333333333,70.0,70.0,15,0,,0,2026-02-19 23:47:03
376,v1,KXLOWTPHIL-26FEB20-T40,PHI,low,no,64,0.4,58.333333333333336,36.0,36.0,36,0,,0,2026-02-19 23:47:03
377,v2,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,78,0.6,63.63636363636363,38.0,38.0,22,0,,0,2026-02-20 00:15:47
378,v2,KXHIGHPHIL-26FEB20-T51,PHI,high,no,86,0.5,71.42857142857143,46.0,46.0,14,0,,0,2026-02-20 00:15:47
379,v2,KXHIGHTDC-26FEB20-T54,DC,high,no,59,0.55,80.48780487804879,57.0,57.0,41,0,,0,2026-02-20 00:15:47
380,v1,KXLOWTNYC-26FEB20-T37,NYC,low,no,77,0.65,73.91304347826086,38.0,38.0,23,0,,0,2026-02-20 00:15:47
381,v1,KXHIGHNY-26FEB20-T39,NYC,high,no,90,0.35,80.0,42.0,42.0,10,0,,0,2026-02-20 00:15:47
382,v1,KXHIGHPHIL-26FEB20-T51,PHI,high,no,86,0.35,71.42857142857143,46.0,46.0,14,0,,0,2026-02-20 00:15:47
383,v1,KXHIGHTATL-26FEB20-B73.5,ATL,high,no,69,0.5,87.09677419354838,74.0,74.0,31,0,,0,2026-02-20 00:15:47
384,v1,KXHIGHNY-26FEB20-B39.5,NYC,high,no,60,0.2,82.5,42.0,42.0,40,0,,0,2026-02-20 00:15:47
385,v2,KXHIGHTATL-26FEB20-B79.5,ATL,high,no,75,0.55,92.0,74.0,74.0,25,0,,0,2026-02-20 14:15:42
386,v2,KXHIGHTATL-26FEB20-T80,ATL,high,no,89,0.55,90.9090909090909,74.0,74.0,11,0,,0,2026-02-20 14:15:42
387,v2,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,9,0.6,95.6043956043956,39.0,39.0,91,0,,0,2026-02-20 14:15:42
388,v2,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,69,0.55,74.19354838709677,74.0,74.0,31,0,,0,2026-02-20 14:15:42
389,v1,KXHIGHNY-26FEB20-T39,NYC,high,no,90,0.35,80.0,42.0,42.0,10,0,,0,2026-02-20 14:15:42
390,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,1,0.5,98.98989898989899,70.0,70.0,99,0,,0,2026-02-20 14:15:42
391,v1,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,9,0.5,97.8021978021978,39.0,39.0,91,0,,0,2026-02-20 14:15:42
392,v1,KXHIGHNY-26FEB20-B39.5,NYC,high,no,58,0.2,83.33333333333334,42.0,42.0,42,0,,0,2026-02-20 14:15:42
393,v2,KXHIGHNY-26FEB20-T39,NYC,high,no,78,0.65,77.27272727272727,42.0,42.0,22,0,,0,2026-02-20 15:15:49
394,v2,KXHIGHTDC-26FEB20-B60.5,DC,high,no,83,0.65,58.82352941176471,57.0,57.0,17,0,,0,2026-02-20 15:15:49
395,v2,KXHIGHPHIL-26FEB20-B50.5,PHI,high,no,88,0.6,50.0,46.0,46.0,12,0,,0,2026-02-20 15:15:49
396,v2,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,3,0.6,95.87628865979381,39.0,39.0,97,0,,0,2026-02-20 15:15:49
397,v2,KXHIGHTATL-26FEB20-B79.5,ATL,high,no,67,0.65,96.96969696969697,74.0,74.0,33,0,,0,2026-02-20 15:15:49
398,v2,KXHIGHPHIL-26FEB21-B53.5,PHI,high,no,82,0.4,61.111111111111114,49.0,49.0,18,0,,0,2026-02-20 15:15:49
399,v2,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,1,0.5,93.93939393939394,70.0,70.0,99,0,,0,2026-02-20 15:15:49
400,v2,KXHIGHNY-26FEB20-B39.5,NYC,high,no,57,0.65,67.44186046511628,42.0,42.0,43,0,,0,2026-02-20 15:15:49
401,v2,KXHIGHTATL-26FEB20-B77.5,ATL,high,no,62,0.65,81.57894736842105,74.0,74.0,38,0,,0,2026-02-20 15:15:49
402,v2,KXLOWTPHIL-26FEB21-B37.5,PHI,low,no,79,0.4,47.61904761904761,34.0,34.0,21,0,,0,2026-02-20 15:15:49
403,v1,KXHIGHNY-26FEB20-T39,NYC,high,no,78,0.5,95.45454545454545,42.0,42.0,22,0,,0,2026-02-20 15:15:49
404,v1,KXLOWTNYC-26FEB21-B37.5,NYC,low,no,76,0.4,95.83333333333334,36.0,36.0,24,0,,0,2026-02-20 15:15:49
405,v1,KXLOWTNYC-26FEB21-T38,NYC,low,no,77,0.4,95.65217391304348,36.0,36.0,23,0,,0,2026-02-20 15:15:49
406,v1,KXLOWTMIA-26FEB21-B68.5,MIA,low,no,78,0.4,90.9090909090909,67.0,67.0,22,0,,0,2026-02-20 15:15:49
407,v1,KXHIGHPHIL-26FEB21-B53.5,PHI,high,no,82,0.4,88.88888888888889,49.0,49.0,18,0,,0,2026-02-20 15:15:49
408,v1,KXLOWTMIA-26FEB20-B64.5,MIA,low,no,1,0.5,98.98989898989899,70.0,70.0,99,0,,0,2026-02-20 15:15:49
409,v1,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,3,0.5,97.9381443298969,39.0,39.0,97,0,,0,2026-02-20 15:15:49
410,v1,KXHIGHNY-26FEB21-B43.5,NYC,high,no,89,0.4,45.45454545454545,47.0,47.0,11,0,,0,2026-02-20 15:15:49
411,v1,KXHIGHPHIL-26FEB20-B50.5,PHI,high,no,88,0.44999999999999996,50.0,46.0,46.0,12,0,,0,2026-02-20 15:15:49
412,v1,KXHIGHNY-26FEB21-B45.5,NYC,high,no,77,0.4,39.130434782608695,47.0,47.0,23,0,,0,2026-02-20 15:15:49
413,v2,KXHIGHTATL-26FEB21-T72,ATL,high,no,75,0.4,96.0,67.0,67.0,25,0,,0,2026-02-20 16:15:37
414,v2,KXHIGHPHIL-26FEB21-B53.5,PHI,high,no,88,0.4,75.0,49.0,49.0,12,0,,0,2026-02-20 16:15:37
415,v2,KXLOWTNYC-26FEB20-B34.5,NYC,low,no,13,0.6,95.40229885057471,39.0,39.0,87,0,,0,2026-02-20 16:15:37
416,v2,KXHIGHTATL-26FEB20-B79.5,ATL,high,no,67,0.75,96.96969696969697,74.0,74.0,33,0,,0,2026-02-20 16:15:37
417,v2,KXHIGHNY-26FEB20-T39,NYC,high,no,68,0.6,81.25,42.0,42.0,32,0,,0,2026-02-20 16:15:37
418,v2,KXLOWTPHIL-26FEB21-T38,PHI,low,no,77,0.4,56.52173913043478,34.0,34.0,23,0,,0,2026-02-20 16:15:37
419,v2,KXHIGHTATL-26FEB21-B71.5,ATL,high,no,73,0.4,88.88888888888889,67.0,67.0,27,0,,0,2026-02-20 16:15:37
420,v2,KXHIGHTDC-26FEB21-B57.5,DC,high,no,90,0.4,30.0,54.0,54.0,10,0,,0,2026-02-20 16:15:37
421,v2,KXHIGHTDC-26FEB21-T51,DC,high,no,88,0.4,25.0,54.0,54.0,12,0,,0,2026-02-20 16:15:37
422,v2,KXLOWTPHIL-26FEB21-B37.5,PHI,low,no,74,0.4,57.692307692307686,34.0,34.0,26,0,,0,2026-02-20 16:15:37
